complaint_id,date_received,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings,complainant_sex,complainant_race,general_cap_classification,summary,complainant_age,district_occurrence
15-0387,7/15/2015,12610685,white,male,1900 19TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-10-15 at 1:20am, they were falsely arrested by officers assigned to the 19th District.",,1900
18-0271,6/12/2018,37632905,black,male,6002 MAJOR CRIMES UNIT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,PHYSICAL ABUSE,"According to the complainant, on 6-11-18 at 5:40pm, they were treated unprofessionally by an officer assigned to the 19th District.",31,1900
17-0072,2/17/2017,20517408,black,female,9828 CRIMINAL INTELL UNI,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 1-27-17 at 11:15am, they were physically abused by unknown officers in the confines of the 15th District.",55,1500
17-0466,9/26/2017,11075860,latino,male,2500 25TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,latino,LACK OF SERVICE,"According to the complainant, on 2-6-17 at 4:00pm, a proper police investigation was not performed by an officer assigned to the 25th District.",38,2500
18-0070,2/21/2018,13362562,black,male,1600 16TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 2-18-18 at 1:30am, they were physically and verbally abused by officers assigned to the 16th District.",46,3200
17-0438,8/30/2017,89715997,latino,male,5300 HIGHWAY PATROL,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-4-17 at 8:33pm, they were verbally abused and threatened by officers assigned to Highway Patrol. This incident occurred in the confines of the 17th District.",43,1700
17-0015,1/24/2017,,,,,REFERRED TO OTHER AGENCY/C.A.P. INVESTIGATION,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 1-12-17, they were physically abused by an unidentified officer in the confines of the 9th District.",27,900
18-0436,9/6/2018,52344629,black,male,4500 CENTER CITY DISTRIC,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,VERBAL ABUSE,"According to the complainant, on 8-27-18 at 9:30pm, they were verbally abused by officers assigned to the Center City District.",42,900
16-0035,1/27/2016,67255136,black,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",52,2200
17-0353,7/10/2017,35134546,white,male,1400 14TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-30-17 at 9:50pm, they were improperly stopped and their passengers were verbally abused by an officer assigned to 14th District.",42,2800
16-0549,11/3/2016,68604909,white,male,1200 12TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 10-29-16 at 10:00am, they were physically abused by officers assigned to the 12th District.",43,1200
18-0133,3/27/2018,26171762,white,male,0600 06TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,latino,HARASSMENT,"According to the complainant, on 3-22-18 at 8:30pm, they were harassed by an officer assigned to the 6th District.",33,600
17-0269,5/31/2017,10314714,latino,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-25-17 at 9:10pm, they were physically abused by officers assigned to the 22nd District.",45,2200
18-0225,5/8/2018,77359125,white,male,2200 22ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-2-18 at 10:17pm, departmental policies were violated by officers assigned to the 22nd District.",31,4400
16-0194,4/19/2016,20501100,black,male,0900 09TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-04-16 at 6:25pm, their person and their vehicle were improperly searched by officers assigned to the 9th District.",29,900
18-0516,10/24/2018,52771894,black,male,1800 18TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 10-17-18 at 10:35am they did not receive proper service from officers assigned to the 18th District.",33,1800
16-0373,8/3/2016,45911790,white,male,3500 35TH DISTRICT,CIVIL RIGHTS COMPLAINT,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 7-27-16 at 12:15pm, officers assigned to the 35th District used racial profiling as a reason for conducting a vehicle investigation.",40,3500
20-0157,4/17/2020,,,,,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-6-20 at 9:00 PM, they were improperly stopped by officers while in the confines of the 25th District.",57,2500
15-0712,12/2/2015,29584733,white,male,2500 25TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,CRIMINAL ALLEGATION,"According to the complainant, on 11-12-15 at 8:00pm, they were verbally abused and their vehicle was improperly searched by a supervisor and officers assigned to the 25th District.",94,5000
20-0346,6/30/2020,53656122,white,male,1200 12TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 6-29-20 at 9:35 PM, officers improperly searched their property while in the confines of the 12th District.",35,1200
18-0033,1/29/2018,81070100,white,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-7-17 at 6:30pm, proper police procedures were not followed by officers assigned to the 24th District.",102,4800
19-0329,7/9/2019,66853620,latino,male,2600 26TH DISTRICT,INVESTIGATION ONGOING,Pending,Pending,male,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 6-30-19 at 12:00 PM, they did not receive proper service and were treated unprofessionally by officers assigned to the 26th District.",28,2600
18-0304,6/27/2018,10280210,latino,male,1200 12TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 6-23-18 at 8:35pm, they were racially profiled and improperly stopped by officers assigned to the 12th District.",31,1200
19-0141,4/3/2019,48212053,latino,male,3500 35TH DISTRICT,LACK OF SERVICE,Sustained Finding,Pending,female,latino,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-2-19 at 4:00 PM, their home was improperly searched by officers assigned to the 35th District.",35,7000
19-0022,1/18/2019,52114259,black,female,7402 STRIKE FORCE,CRIMINAL ALLEGATION,No Sustained Findings,Not Applicable,female,white,CRIMINAL ALLEGATION,"According to the complainant, on 12-05-18 at 7:30 pm, officers assigned to the Narcotic Strike Force did not follow proper procedure and their property is missing.",28,2400
18-0246,5/30/2018,34843065,white,male,5300 HIGHWAY PATROL,HARASSMENT,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 5-24-18, they were physically abused and harassed by officers assigned to Highway Patrol.",27,2500
18-0195,4/24/2018,16920415,white,male,2200 22ND DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, on 4-21-18 at 9:02am, they were falsely arrested, did not receive proper service and was physically abused by officers assigned to the 22nd District.",31,2200
17-0238,5/18/2017,19049360,white,male,2200 22ND DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,,,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-9-17 at 2:12pm, their property was improperly entered by officers assigned to the 22nd District.",,2200
17-0293,6/14/2017,51346418,black,male,3500 35TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,black,PHYSICAL ABUSE,"According to the complainant, in November 2016, they were verbally and physically abused by officers assigned to the 24th District.",33,2400
18-0576,11/29/2018,73324567,white,male,1800 18TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,black,CIVIL RIGHTS COMPLAINT,"According to the complainant, on 11-14-18 at 3:05pm, excessive force was used by officers assigned to the 16th District.",48,1800
18-0385,8/10/2018,71514570,white,male,1500 15TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 7-24-18 at 4:00pm, a detective assigned to Northeast Detective Division did not follow proper police procedure.",17,1500
19-0504,10/3/2019,37864305,latino,male,4923 RADIO ROOM 3,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,female,latino,LACK OF SERVICE,"According to the complainant, on 9-27-19 and 9-28-19, they did not receive proper service from unknown 911 dispatchers within the confines of the 22nd District.",20,2200
17-0304,6/29/2017,,,,,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,male,black,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 12-3-16 at 9:00am, they did not receive proper service from unknown 19th District officers.",,1900
17-0366,7/19/2017,,,,,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,white,LACK OF SERVICE,"According to the complainant, on 7-2-17 at 4:30pm, they did not receive proper service from officers assigned to the 16th District.",32,1600
16-0305,6/23/2016,61748239,latino,male,2500 25TH DISTRICT,OTHER MISCONDUCT,No Sustained Findings,Not Applicable,female,asian,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-28-16, they were treated unprofessionally by officers assigned to the 25th District.",64,2500
17-0163,4/11/2017,61363717,black,female,3500 35TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,PHYSICAL ABUSE,"According to the complainant, on 4-3-17 at 6:25pm, they were physically abused by officers assigned to the 35th District.",26,3500
18-0183,4/16/2018,85363695,white,male,2200 22ND DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-8-18 at 2:00am, they did not receive proper service and was falsely detained by officers assigned to the 22nd District.",40,2200
19-0422,8/29/2019,36234208,black,male,2400 24TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-24-19 at 1:00 AM, they were verbally abused, improperly stopped and falsely issued a ticket by officers assigned to the 24th District.",22,2400
19-0347,7/15/2019,45654985,black,male,1700 17TH DISTRICT,DEPARTMENTAL VIOLATION,No Sustained Findings,Not Applicable,female,white,CRIMINAL ALLEGATION,"According to the complainant, on 6-7-19, an officer assigned to the 17th District, abused their child, abused their power of authority as an officer, as well as harassed the complainant.",36,100
18-0621,12/31/2018,14618780,other,male,9807 SUMMER INITIATIVE,HARASSMENT,No Sustained Findings,Not Applicable,male,black,HARASSMENT,"According to the complainants, on 12-27-18 at 8:40pm, they were harassed and their vehicle was illegally searched by officers assigned to the 17th District.",33,2500
17-0076,2/22/2017,41574422,white,male,3500 35TH DISTRICT,VERBAL ABUSE,No Sustained Findings,Not Applicable,male,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 2-9-17 at 6:10pm, they were harassed and verbally abused by officers assigned to the 35th District.",30,3500
19-0463,9/17/2019,29180642,black,male,3500 35TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Pending,male,black,PHYSICAL ABUSE,"According to the complainants, on 9-11-19 at 10:40 PM, they were physically and verbally abused by officers assigned to the 35th District.",28,3500
16-0411,8/30/2016,41571847,black,male,0500 05TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,female,white,LACK OF SERVICE,"According to the complainant, on 8-18-16 at 6:50am, they did not receive proper service from officers assigned to the 5th District.",58,500
19-0338,7/12/2019,19466153,white,male,1600 16TH DISTRICT,DEPARTMENTAL VIOLATION,Sustained Finding,Training/Counseling,female,black,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 5-10-19 7:45 PM, officers within the confines of the 16th District did not return their property.",23,1600
19-0602,11/14/2019,29770128,latino,male,1500 15TH DISTRICT,UNPROFESSIONAL CONDUCT,No Sustained Findings,Not Applicable,female,white,UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-19-19 at 1:00 PM, they did not receive proper service and were verbally abused by an officer, while in the confines of the 15th District.",31,1500
18-0393,8/14/2018,16486284,white,male,0900 09TH DISTRICT,LACK OF SERVICE,Sustained Finding,Training/Counseling,male,white,LACK OF SERVICE,"According to the complainant, on 7-29-18, they did not receive proper service from officers assigned to the 9th District.",60,900
17-0160,4/10/2017,55333768,white,male,2400 24TH DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,male,latino,PHYSICAL ABUSE,"According to the complainant, on 4-1-17 at 1:30am, they were physically and verbally abused and treated unprofessionally by officers and a supervisor assigned to the 24th District.",21,2400
15-0558,9/17/2015,63208047,white,male,6600 NORTHWEST DETECTIVE,NO C.A.P. INVESTIGATION,Not Applicable,Not Applicable,female,black,NON-INVESTIGATORY INCIDENT,"According to the complainant, between February 2013 and March 2013, they were harassed through social media by a detective assigned to Northwest Detective Division.",44,
17-0382,7/24/2017,80366289,black,male,1400 14TH DISTRICT,LACK OF SERVICE,No Sustained Findings,Not Applicable,male,black,LACK OF SERVICE,"According to the complainant, on 7-19-17 at 6:30pm, they did not receive proper service from officers assigned to the 14th District.",57,1400
16-0016,1/15/2016,37460214,white,male,0300 03RD DISTRICT,PHYSICAL ABUSE,No Sustained Findings,Not Applicable,female,white,PHYSICAL ABUSE,"According to the complainant, on 1-8-16 at 4:30am, they were physically and verbally abused by officers assigned to the 3rd District.",44,300
18-0448,9/12/2018,66821176,black,female,4500 CENTER CITY DISTRIC,VERBAL ABUSE,No Sustained Findings,Not Applicable,female,black,UNPROFESSIONAL CONDUCT,"According to the complainant, on 7-22-18 at 2:00pm, they were verbally abused by an officer assigned to the Center City District.",35,900
